pxcor,pycor,pcolor,plabel,plabel-color,name,accessibility,ward-number,density,total0,total00,b51,b52,b53,b54,b55,b201,b202,b203,b204,b205,b501,b502,b503,b504,b505,b1001,b1002,b1003,b1004,b1005,b5001,b5002,b5003,b5004,b5005,s51,s52,s53,s54,s55,s201,s202,s203,s204,s205,s501,s502,s503,s504,s505,s1001,s1002,s1003,s1004,s1005,s5001,s5002,s5003,s5004,s5005
9,6,0,,9.9,East India and Lansbury,2,527,5.666666667,0.572614108,0.402739726,0.5,0.5,0.333333333,0,0,1,0.5,0.818181818,0.307692308,0.333333333,0.8,0.857142857,1,0.625,0.5,0.7,0.75,0.636363636,0.583333333,0.444444444,0.888888889,0.666666667,0.7,1,0.583333333,0.5625,0.5,0.222222222,0,0.066666667,0.470588235,0.366666667,0.272727273,0.3125,0.1875,0.5,0.454545455,0.384615385,0.352941176,0.35,0.4,0.611111111,0.428571429,0.666666667,0.266666667,0.545454545,0.571428571,0.428571429,0.6,0.466666667
13,6,0,,9.9,Canning Town South,3,593,4.6,0.59566787,0.417040359,0.578947368,0.285714286,0.333333333,0,0,0.714285714,0.769230769,0.631578947,0.333333333,0.142857143,0.888888889,0.777777778,0.666666667,0.75,0.416666667,0.6875,0.636363636,0.777777778,0.611111111,0.625,1,0.642857143,0.888888889,0.636363636,0.785714286,0.428571429,0.368421053,0.1,0,0,0.476190476,0.666666667,0.4,0.133333333,0.260869565,0.62962963,0.533333333,0.375,0.588235294,0.454545455,0.588235294,0.222222222,0.590909091,0.142857143,0.263157895,0.466666667,0.6,0.653846154,0.444444444,0.52
15,6,0,,9.9,Custom House,2,594,2.666666667,0.661971831,0.442567568,0.75,0.142857143,0.5,0.142857143,0.5,0.818181818,0.777777778,0.714285714,0.428571429,0.625,0.857142857,0.8,0.625,0.647058824,0.3,0.916666667,0.8,0.571428571,0.75,0.571428571,0.666666667,1,0.7,0.857142857,0.833333333,0.352941176,0.214285714,0,0,0,0.307692308,0.538461538,0.388888889,0.333333333,0.090909091,0.533333333,0.352941176,0.285714286,0.333333333,0.384615385,0.666666667,0.8,0.5,0.7,0.523809524,0.571428571,0.714285714,0.777777778,0.916666667,0.727272727
-46,5,0,,9.9,Yiewsley,1.5,127,1.571428571,0.46440678,0.376044568,0.6,0.125,0.272727273,0,0,0.833333333,0.272727273,0.333333333,0.4,0.3,0.454545455,0.428571429,0.571428571,0.666666667,0.333333333,0.625,0.666666667,0.6,0.333333333,0.666666667,0.529411765,0.611111111,0.5,0.4,0.736842105,0.157894737,0.181818182,0.166666667,0,0.1,0.5,0.357142857,0.25,0.333333333,0.266666667,0.4,0.714285714,0.428571429,0.428571429,0.333333333,0.461538462,0.526315789,0.307692308,0.666666667,0.75,0.307692308,0.466666667,0.428571429,0.5,0.5
-40,5,0,,9.9,Townfield,2,142,0.9,0.557142857,0.331730769,0.4,0.5,0.1,0,0,0.571428571,0.5,0.444444444,0.5,0.2,0.857142857,0.625,1,0.25,0.5,0.666666667,0.75,0.75,0.857142857,0.714285714,1,0.666666667,0.6,0.666666667,0.833333333,0.272727273,0,0,0,0,0.222222222,0.333333333,0.153846154,0.222222222,0.1,0.375,0.363636364,0.416666667,0.714285714,0.125,0.375,0.4,0.333333333,0.8,0.333333333,0.75,0.833333333,0.5,0.25,0.714285714
-28,5,0,,9.9,Ealing Broadway,4,101,0.6,0.276595745,0.206896552,,0,0,0,0,0,,0,0.5,1,0,0,0,0.75,0.666666667,0,0.333333333,0,0.5,1,0,0,0.333333333,0,0.666666667,0,0.2,0,0,0,0,0,0,0,0,0.8,0,0,0,1,0,1,0.333333333,0,0.333333333,,1,0,0.25,1
-23,5,0,,9.9,Acton Central,2,104,1,0.552631579,0.5875,1,0.4,0.666666667,0,0,1,0,0.5,0,0.5,0.333333333,0.666666667,1,0.333333333,0.5,1,1,1,0,1,0.666666667,1,1,0.5,1,0,0,0.333333333,0,0,0.714285714,1,0.4,1,0.333333333,1,1,0,0,0,1,0.666666667,0.75,0.75,0.666666667,0.666666667,0,0.75,0.666666667,0.666666667
-16,5,0,,9.9,Notting Barns,3,470,8.5,0.534653465,0.424137931,0.545454545,0.461538462,0.5,0,0,0.285714286,0.75,0.5,0.142857143,0.111111111,0.75,0.636363636,0.857142857,0.428571429,0.142857143,0.6,0.6,0.727272727,0.571428571,0.666666667,0.875,0.8,0.666666667,0.8,1,0.285714286,0.333333333,0.363636364,0,0,0.5,0.444444444,0.6,0.454545455,0.384615385,0.357142857,0.583333333,0.333333333,0.166666667,0.2,0.545454545,0.666666667,0.454545455,0.75,0.105263158,0.375,0.4,1,0.875,0.7
-14,5,0,,9.9,Colville,5,471,13,0.598684211,0.444444444,0.875,0.714285714,0.25,0,0,0.75,0.333333333,0.857142857,0.25,0.5,0.571428571,0.6,1,0.333333333,0.833333333,0.8,1,0.714285714,0.375,0.571428571,0.875,1,0.5,0.75,0.6,0.428571429,0.3,0.214285714,0,0,0.555555556,0.6,0.4,0.6,0.125,0.625,0.615384615,0.333333333,0.571428571,0.555555556,0.625,0.833333333,0.3,0.285714286,0.444444444,0.333333333,0.714285714,0.571428571,0.611111111,0.5
-13,5,0,,9.9,Bayswater,6,492,11.5,0.445820433,0.462857143,0.285714286,0.444444444,0.277777778,0.083333333,0,0.722222222,0.625,0.5,0.076923077,0.142857143,0.533333333,0.7,0.5,0.166666667,0.2,0.625,0.7,0.333333333,0.4,0.529411765,0.538461538,1,0.75,0.5,0.7,0.4,0.666666667,0.444444444,0,0.083333333,0.6,0.461538462,0.3125,0.0625,0.083333333,0.571428571,0.470588235,0.636363636,0.357142857,0.5,0.529411765,0.428571429,0.666666667,0.454545455,0.266666667,0.666666667,0.666666667,0.666666667,0.846153846,0.611111111
-11,5,0,,9.9,Hyde Park,6.5,482,10.5,0.608527132,0.409326425,0.571428571,0.714285714,0.555555556,0,0,0.714285714,0.8,0.727272727,0.25,0.285714286,0.666666667,0.777777778,0.833333333,0.444444444,0.625,0.733333333,0.727272727,0.727272727,0.545454545,0.545454545,0.571428571,0.8,0.625,0.666666667,0.636363636,0.4375,0.368421053,0.444444444,0.045454545,0,0.727272727,0.421052632,0.5,0.222222222,0.055555556,0.615384615,0.714285714,0.615384615,0.571428571,0.357142857,0.5,0.533333333,0.466666667,0.409090909,0.1875,0.611111111,0.5,0.666666667,0.461538462,0.333333333
-7,5,0,,9.9,West End,6.5,485,10.16666667,0.610889774,0.512077295,0.722222222,0.678571429,0.566666667,0.034482759,0.032258065,0.741935484,0.64,0.552631579,0.357142857,0.16,0.8,0.703703704,0.636363636,0.657142857,0.454545455,0.642857143,0.846153846,0.846153846,0.565217391,0.586206897,0.804878049,0.695652174,0.72972973,0.846153846,0.727272727,0.612244898,0.612903226,0.522727273,0.028571429,0.06122449,0.674418605,0.652173913,0.704545455,0.342105263,0.150943396,0.666666667,0.617021277,0.611111111,0.459459459,0.348837209,0.714285714,0.638297872,0.578947368,0.527777778,0.413043478,0.648648649,0.666666667,0.56097561,0.56097561,0.558139535
4,5,0,,9.9,Shadwell,5,519,14,0.544303797,0.455064194,0.545454545,0.45,0.5,0.03030303,0,0.636363636,0.6,0.52173913,0.35,0.275862069,0.739130435,0.541666667,0.5,0.428571429,0.464285714,0.777777778,0.8125,0.739130435,0.764705882,0.714285714,0.807692308,0.741935484,0.428571429,0.68,0.529411765,0.333333333,0.333333333,0.371428571,0.166666667,0.045454545,0.444444444,0.5,0.419354839,0.227272727,0.129032258,0.580645161,0.64,0.551724138,0.538461538,0.256410256,0.642857143,0.714285714,0.666666667,0.409090909,0.37037037,0.592592593,0.68,0.619047619,0.695652174,0.380952381
7,5,0,,9.9,Limehouse,4,521,7.333333333,0.619672131,0.411483254,0.666666667,0.777777778,0.636363636,0,0.083333333,0.571428571,0.6,0.7,0.5,0.333333333,0.588235294,0.75,0.8,0.6,0.5625,0.769230769,0.75,0.692307692,0.545454545,0.428571429,0.888888889,0.769230769,0.8,0.833333333,0.615384615,0.5,0.285714286,0.4,0.111111111,0,0.380952381,0.411764706,0.75,0.636363636,0.285714286,0.416666667,0.6,0.181818182,0.5,0.166666667,0.6,0.526315789,0.25,0.333333333,0.388888889,0.684210526,0.538461538,0.52,0.375,0.263157895
11,5,0,,9.9,Blackwall and Cubitt Town,3,518,3.636363636,0.47037037,0.407465008,0.388888889,0.303030303,0.272727273,0.05,0,0.5,0.423076923,0.652173913,0.294117647,0.173913043,0.666666667,0.56,0.458333333,0.5625,0.466666667,0.709677419,0.739130435,0.615384615,0.6,0.4375,0.64,0.545454545,0.588235294,0.384615385,0.619047619,0.46875,0.423076923,0.269230769,0,0.05,0.368421053,0.428571429,0.384615385,0.083333333,0.1,0.538461538,0.538461538,0.533333333,0.586206897,0.407407407,0.5,0.45,0.482758621,0.433333333,0.3,0.608695652,0.458333333,0.636363636,0.590909091,0.423076923
23,5,0,,9.9,Thamesmead Moorings,1.5,284,0.133333333,0.911764706,0.363636364,1,,1,0,,1,,1,,0,1,1,1,,1,,1,1,1,1,,1,1,,,0,1,0,0,0,0,0,0,0,1,,,0.2,0.666666667,0,0,0.666666667,0,0.666666667,,1,0.75,,1,
25,5,0,,9.9,Thamesmead East,1.5,295,0.153846154,0.476190476,0.46875,0,,0,,0,,,0.5,0,,1,1,1,0,0,,,1,0,,1,,1,,0.666666667,0,,0,,0,0,0.5,0.5,0,0.5,,0,0.666666667,,,,,1,1,1,1,1,,0.5,0.5
-36,4,0,,9.9,Southall Broadway,2,91,0.4,0.722222222,0.227272727,0.666666667,,0,0,,1,1,0.666666667,,0,,,1,1,,,,,1,1,1,,1,1,,0.5,0.5,0,,0,,0,0.333333333,0,0,0,0,1,0,0,0,1,0.666666667,0.666666667,1,0,,0,0,0
-25,4,0,,9.9,Ealing Common,3,100,0.375,0.3125,0.266666667,0.5,0,0,0,,0,0.666666667,0,0.333333333,,0.5,0,0.2,0,1,1,1,1,,0,0.333333333,0,0.5,0,0.5,0,0.5,0,0,0,0.333333333,0.5,0,0,0.25,0.5,0.5,0.333333333,0.666666667,0.5,,0,0.5,0,0.333333333,0,0.5,1,0,1
-23,4,0,,9.9,South Acton,4,102,0.8,0.557142857,0.402439024,0.75,0.8,0.4,0,0,0,1,0,,0,0.25,0.666666667,,0.5,1,0,1,0.5,1,,0.75,0.8,0.6,0.833333333,0.333333333,0.25,0,0,0,0,0.5,0.333333333,1,0.5,0,1,0.6,0.5,0.333333333,0.142857143,1,1,0.666666667,0.25,0.333333333,0,0.5,0.666666667,0.5,
-19,4,0,,9.9,Wormholt and White City,2,454,2.75,0.609589041,0.396103896,0.428571429,0.6,0.5,0,0,0.4,0.5,0.625,0.333333333,0.25,0.875,0.818181818,0.857142857,0.714285714,1,0.75,0.444444444,0.333333333,1,0.727272727,1,1,0.8,0.7,0.8,0.181818182,0.4,0.363636364,0,0,0.5,0.375,0.4,0.5,0.4,0.333333333,0.125,0.75,0.5,0,0.8,0.333333333,0.571428571,0.5,0.3,0.25,0.727272727,0.666666667,0.333333333,0.75
-15,4,0,,9.9,Norland,5,463,4.5,0.655172414,0.519553073,0.9,0,1,0,0,1,1,0.5,0.666666667,0.333333333,0.625,0.5,0.5,1,0.75,1,0.75,1,1,1,0.666666667,0.75,0.888888889,0.857142857,0.333333333,0.5,0.2,0.428571429,0,0,0.625,0.333333333,0.636363636,0.8,0.8,0.5,0.5,0.375,0.428571429,0.571428571,1,0.8,0.8,0.25,0.545454545,0.571428571,1,0.444444444,0.333333333,0.7
-14,4,0,,9.9,Pembridge,6,478,6,0.590643275,0.454954955,0.571428571,0.5,0.461538462,0,0,0.75,0.8,0.833333333,0.142857143,0.333333333,0.625,0.8,0.666666667,0.333333333,0,0.888888889,0.777777778,1,0.833333333,0.666666667,0.6,0.571428571,0.909090909,0.5,0.8,0.583333333,0,0.555555556,0,0,0.8,0.333333333,0.461538462,0.285714286,0.142857143,1,0.571428571,0.4,1,0.875,0.333333333,0.571428571,0.454545455,0.357142857,0.285714286,0.428571429,0.8,0.571428571,0.454545455,0.5
-12,4,0,,9.9,Lancaster Gate,6,480,20,0.681481481,0.433048433,0.375,1,0.9,0.285714286,0,0.7,0.888888889,0.555555556,0.357142857,0.333333333,0.916666667,0.857142857,0.625,0.636363636,0.473684211,0.785714286,0.818181818,1,0.666666667,0.909090909,0.916666667,0.863636364,0.818181818,0.916666667,0.4,0.823529412,0.363636364,0.333333333,0,0,0.5,0.411764706,0.333333333,0.384615385,0.176470588,0.6875,0.428571429,0.555555556,0.6,0.375,0.375,0.5,0.538461538,0.333333333,0.375,0.666666667,0.529411765,0.5,0.666666667,0.5
-11,4,0,,9.9,Knightsbridge and Belgravia,6,481,13.58333333,0.638072289,0.442426319,0.697368421,0.658823529,0.44047619,0.039473684,0.045977011,0.772727273,0.657407407,0.805555556,0.494623656,0.320512821,0.797468354,0.783783784,0.764705882,0.658823529,0.629213483,0.81372549,0.76056338,0.781609195,0.69047619,0.630434783,0.841463415,0.764705882,0.71641791,0.670886076,0.738095238,0.504504505,0.540983607,0.393442623,0.066666667,0.05785124,0.456140351,0.485714286,0.487394958,0.245614035,0.173228346,0.509090909,0.571428571,0.533333333,0.354330709,0.357723577,0.648,0.571428571,0.439252336,0.508928571,0.433628319,0.534482759,0.589928058,0.567567568,0.51754386,0.495145631
-5,4,0,,9.9,St. James's,6.5,479,14.4,0.576527853,0.421416938,0.561403509,0.512820513,0.554054054,0.058823529,0.027777778,0.676056338,0.554347826,0.671875,0.431034483,0.347826087,0.774647887,0.708860759,0.639534884,0.542857143,0.608695652,0.704225352,0.726190476,0.679012346,0.671232877,0.584269663,0.756756757,0.676923077,0.701298701,0.583333333,0.676470588,0.53164557,0.523364486,0.431192661,0.053763441,0.018018018,0.62745098,0.432692308,0.505494505,0.230769231,0.16,0.510869565,0.416666667,0.52293578,0.397959184,0.275510204,0.573770492,0.530612245,0.46,0.468468468,0.361445783,0.526315789,0.591549296,0.515463918,0.517241379,0.414141414
2,4,0,,9.9,St. Katharine's and Wapping,4,520,10.75,0.610281924,0.470350404,0.807692308,0.523809524,0.458333333,0.090909091,0.038461538,0.814814815,0.666666667,0.65,0.5,0.238095238,0.857142857,0.6875,0.6,0.636363636,0.555555556,0.740740741,0.869565217,0.65,0.740740741,0.517241379,0.8,0.826086957,0.615384615,0.772727273,0.555555556,0.387096774,0.366666667,0.387096774,0.102564103,0.032258065,0.529411765,0.5,0.538461538,0.25,0.192307692,0.833333333,0.529411765,0.476190476,0.590909091,0.314285714,0.692307692,0.740740741,0.5,0.621621622,0.407407407,0.555555556,0.581395349,0.620689655,0.473684211,0.620689655
6,4,0,,9.9,Surrey Docks,2,249,7.166666667,0.57989228,0.423868313,0.571428571,0.45,0.318181818,0,0.055555556,0.653846154,0.739130435,0.75,0.5,0.230769231,0.75,0.714285714,0.75862069,0.7,0.476190476,0.72,0.733333333,0.576923077,0.571428571,0.8125,0.722222222,0.6,0.814814815,0.7,0.44,0.461538462,0.346153846,0.172413793,0.037037037,0.037037037,0.611111111,0.5,0.363636364,0.4,0.176470588,0.518518519,0.451612903,0.53125,0.333333333,0.321428571,0.416666667,0.458333333,0.533333333,0.516129032,0.461538462,0.7,0.655172414,0.457142857,0.484848485,0.592592593
8,4,0,,9.9,Millwall,3,517,4.571428571,0.560386473,0.494137353,0.823529412,0.384615385,0.363636364,0,0,0.666666667,0.85,0.5,0.235294118,0.066666667,0.636363636,0.736842105,0.65,0.55,0.380952381,0.75,0.681818182,0.642857143,0.428571429,0.647058824,0.8125,0.789473684,0.736842105,0.714285714,0.608695652,0.533333333,0.6875,0.352941176,0.074074074,0,0.666666667,0.625,0.461538462,0.285714286,0.272727273,0.666666667,0.607142857,0.517241379,0.44,0.517241379,0.774193548,0.615384615,0.583333333,0.666666667,0.619047619,0.625,0.571428571,0.476190476,0.526315789,0.461538462
16,4,0,,9.9,Royal Docks,2,588,1.5,0.543396226,0.3725,0.5,0.285714286,0.166666667,0,0,0.785714286,0.75,0.5,0.25,0.272727273,0.636363636,0.571428571,0.8,0.647058824,0.428571429,0.636363636,0.909090909,0.75,1,0.454545455,0.785714286,0.714285714,0.5,0.5,0.6,0.545454545,0.4375,0.1875,0,0,0.578947368,0.176470588,0.2,0.25,0.153846154,0.25,0.4,0.333333333,0.5625,0.35,0.357142857,0.619047619,0.421052632,0.421052632,0.230769231,0.739130435,0.444444444,0.636363636,0.461538462,0.428571429
29,4,0,,9.9,Belvedere,1.5,294,0.2,0.714285714,0.222222222,1,,,,0,1,1,1,0,0,,1,,0.5,1,1,1,1,1,1,,,1,1,0,0,0.25,0,0,,0,0.5,0,0.5,0,1,,,0,,0.5,0.25,0,0,0.333333333,0.5,0,0.25,,1
-33,3,0,,9.9,Norwood Green,1.5,83,0.25,0.693877551,0.5,1,0.333333333,0,,0,1,0.5,0.5,0.333333333,0,,1,1,,1,1,1,1,1,,1,1,1,1,,0.666666667,0,0.333333333,0,0.2,,0.5,0.333333333,0.5,,,1,0,,0,1,0.666666667,1,0.666666667,0.5,1,,1,0.5,0.6
-17,3,0,,9.9,Shepherd's Bush Green,6,455,3,0.382978723,0.322580645,0,0.75,0,0,0,0.5,0.333333333,1,0.5,0,0.6,0.666666667,0.4,0.5,0.285714286,0.333333333,0.285714286,0,0.625,0.333333333,0.5,0,,,0.75,0.333333333,0.5,0.25,0,0,0.666666667,0,0,0,0,0.666666667,0.25,0.666666667,0,0.333333333,0,0.4,0.5,0,0.5,1,0.333333333,0.5,0.5,0.75
-14,3,0,,9.9,Holland,5,462,6,0.61682243,0.397674419,0.666666667,0.454545455,0.461538462,0,0.166666667,0.555555556,0.6,0.642857143,0.357142857,0.066666667,0.75,0.769230769,0.909090909,0.727272727,0.619047619,0.769230769,0.9,0.714285714,0.733333333,0.642857143,0.666666667,0.666666667,0.8,0.8,0.666666667,0.454545455,0.315789474,0.230769231,0.083333333,0,0.52,0.375,0.444444444,0.272727273,0.181818182,0.538461538,0.352941176,0.47826087,0.4375,0.526315789,0.545454545,0.416666667,0.421052632,0.375,0.153846154,0.526315789,0.4,0.6,0.5,0.615384615
-13,3,0,,9.9,Campden,6,477,13,0.432160804,0.426229508,0.769230769,0.277777778,0.473684211,0.066666667,0,0.772727273,0.416666667,0.411764706,0,0.117647059,0.666666667,0.529411765,0.684210526,0.266666667,0.272727273,0.454545455,0.428571429,0.55,0.6,0.333333333,0.666666667,0.5,0.416666667,0.4,0.631578947,0.652173913,0.4,0.352941176,0.05,0,0.538461538,0.470588235,0.5,0.227272727,0.117647059,0.538461538,0.473684211,0.333333333,0.384615385,0.111111111,0.647058824,0.611111111,0.523809524,0.56,0.384615385,0.6875,0.4375,0.666666667,0.444444444,0.428571429
-3,3,0,,9.9,Bishop's,6.5,226,19.4,0.581730769,0.497786211,0.673469388,0.547619048,0.592592593,0.037735849,0.019230769,0.674418605,0.68,0.685185185,0.428571429,0.319148936,0.671875,0.709677419,0.448275862,0.583333333,0.549019608,0.746268657,0.681818182,0.771929825,0.680851064,0.659574468,0.716981132,0.666666667,0.672727273,0.75,0.529411765,0.653846154,0.47761194,0.402985075,0.08,0.06,0.684931507,0.549019608,0.603174603,0.38028169,0.265625,0.580645161,0.538461538,0.703703704,0.457831325,0.448275862,0.666666667,0.482758621,0.648148148,0.457142857,0.439393939,0.666666667,0.603174603,0.574468085,0.564102564,0.535211268
-2,3,0,,9.9,Cathedrals,6.5,246,18.4,0.603580563,0.458895706,0.721311475,0.578947368,0.509433962,0.05,0.041666667,0.759259259,0.69047619,0.545454545,0.487179487,0.287878788,0.826086957,0.666666667,0.5,0.547619048,0.448979592,0.758064516,0.825,0.742857143,0.673913043,0.782608696,0.869565217,0.705882353,0.710526316,0.625,0.770833333,0.612903226,0.42,0.428571429,0.032786885,0.05,0.491525424,0.571428571,0.41509434,0.243902439,0.197368421,0.642857143,0.446153846,0.565789474,0.492307692,0.38028169,0.577777778,0.55,0.515625,0.594202899,0.47761194,0.68852459,0.563380282,0.607142857,0.457142857,0.466666667
1,3,0,,9.9,Riverside,6,231,12.5,0.590301003,0.458380844,0.708333333,0.4,0.6,0.060606061,0.066666667,0.448275862,0.84,0.666666667,0.55,0.176470588,0.8,0.714285714,0.8,0.578947368,0.47826087,0.730769231,0.608695652,0.6,0.6,0.541666667,0.8,0.68,0.75862069,0.695652174,0.620689655,0.608695652,0.483870968,0.444444444,0.081081081,0.060606061,0.567567568,0.59375,0.564102564,0.35483871,0.25,0.64516129,0.694444444,0.4,0.296296296,0.394736842,0.5,0.416666667,0.568181818,0.45,0.297297297,0.636363636,0.485714286,0.56,0.513513514,0.529411765
5,3,0,,9.9,Rotherhithe,5,248,12.2,0.612137203,0.414684592,0.675675676,0.566666667,0.5625,0.090909091,0.029411765,0.851851852,0.709677419,0.653846154,0.423076923,0.423076923,0.703703704,0.735294118,0.8125,0.647058824,0.666666667,0.757575758,0.696969697,0.8,0.709677419,0.413793103,0.689655172,0.558823529,0.785714286,0.678571429,0.75,0.384615385,0.292682927,0.468085106,0.088235294,0.024390244,0.545454545,0.461538462,0.395348837,0.095238095,0.055555556,0.4375,0.552631579,0.5625,0.46875,0.3,0.647058824,0.512820513,0.43902439,0.641025641,0.454545455,0.666666667,0.52173913,0.514285714,0.390243902,0.481481481
11,3,0,,9.9,Peninsula,2,273,3,0.487455197,0.405182568,0.384615385,0.238095238,0.24,0,0,0.772727273,0.764705882,0.454545455,0.235294118,0.111111111,0.608695652,0.388888889,0.611111111,0.523809524,0.416666667,0.72,0.761904762,0.62962963,0.454545455,0.571428571,0.655172414,0.695652174,0.631578947,0.68,0.608695652,0.303030303,0.257142857,0.138888889,0.027777778,0,0.571428571,0.419354839,0.459459459,0.303030303,0.28125,0.545454545,0.545454545,0.363636364,0.407407407,0.324324324,0.515151515,0.379310345,0.542857143,0.533333333,0.512195122,0.692307692,0.592592593,0.347826087,0.636363636,0.404255319
-47,2,0,,9.9,West Drayton,1.5,126,3.333333333,0.49197861,0.398230088,0.529411765,0.363636364,0.375,0.066666667,0,0.473684211,0.533333333,0.5,0.352941176,0.166666667,0.666666667,0.692307692,0.5,0.35,0.5,0.590909091,0.692307692,0.583333333,0.642857143,0.5,0.705882353,0.727272727,0.666666667,0.733333333,0.636363636,0.193548387,0.4,0.15,0,0,0.6,0.28,0.307692308,0.233333333,0.166666667,0.352941176,0.363636364,0.538461538,0.620689655,0.4,0.409090909,0.72,0.416666667,0.5625,0.47826087,0.75,0.3,0.555555556,0.611111111,0.5
-43,2,0,,9.9,Pinkwell,2,139,2.111111111,0.591269841,0.256198347,0.333333333,0.111111111,0.125,0,0,0.7,0.75,0.818181818,0.333333333,0.363636364,0.75,0.625,0.777777778,0.714285714,0.7,0.375,0.7,0.777777778,0.545454545,0.727272727,0.666666667,0.75,0.777777778,0.769230769,0.909090909,0.2,0.066666667,0.083333333,0,0,0.307692308,0.222222222,0.416666667,0.411764706,0.105263158,0.3125,0.4,0.083333333,0.1875,0.25,0.466666667,0.285714286,0.133333333,0.5,0.230769231,0.428571429,0.277777778,0.466666667,0.428571429,0.214285714
-37,2,0,,9.9,Southall Green,2,84,0.4,0.21875,0.171428571,,0,0,,0,0.5,0,0,0,,1,1,1,0.666666667,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0,0,0,,0.5,1,0,1,0,0,,1,0
-28,2,0,,9.9,Northfield,2,89,0.5,0.71875,0.264705882,0.5,,0.5,,,0,0,1,0.333333333,1,,1,1,0.666666667,,0,1,,1,0,1,1,,1,1,0,0,0,,0,0.5,0.25,,,0,0.666666667,,0,0.5,1,0,0.333333333,,0,0,0,,,1,
-21,2,0,,9.9,Southfield,2,103,1.4,0.386363636,0.402985075,0.5,0,0.2,0,0,0.5,0.5,0,0.166666667,0,0.75,1,0.5,,0,1,0,0.25,0.5,0,0.666666667,0.666666667,0.666666667,0.666666667,0.571428571,0.2,0.166666667,0.625,0,0,0.5,0.333333333,0.25,0.166666667,0,0.428571429,0.333333333,0.333333333,1,0.222222222,0.333333333,0.666666667,0.142857143,1,0.666666667,0.857142857,0.25,0.666666667,0.583333333,1
-19,2,0,,9.9,Askew,2,453,3,0.653333333,0.403361345,1,0.5,0.2,0.5,0,0.666666667,0.5,0.666666667,1,0,1,1,1,1,0,1,1,0.8,0.5,1,1,0.714285714,0.5,1,0.5,0.2,0.5,0.333333333,0,0,0.666666667,0,0.333333333,0.333333333,0,0.5,0.2,0,0.333333333,0.8,0,0.571428571,0.75,0.4,0.666666667,0.4,0.666666667,1,0.571428571,0.285714286
-17,2,0,,9.9,Hammersmith Broadway,6,451,3,0.676136364,0.453271028,0.666666667,0.666666667,0.2,0,0.333333333,0.769230769,0.25,1,0.857142857,0.142857143,0.875,0.777777778,1,0.166666667,0.5,0.8,1,0.555555556,0.75,1,0.75,0.8,1,0.8,0.7,0.636363636,0.357142857,0.5,0,0,0.5,0.785714286,0.5,0.25,0.375,0.166666667,0.333333333,0.375,0.444444444,0.4,0.555555556,0.5,0.75,0.4,0.714285714,0.4,0.4,0.75,0.6,0.4
-16,2,0,,9.9,Addison,6,460,3,0.734693878,0.378378378,0.666666667,0.666666667,1,0.333333333,0,1,0.5,,1,0.25,1,0.5,0.666666667,1,1,1,1,1,0,0.833333333,1,1,,1,,,0,0,,0,1,0,0,0.666666667,0,0,0,0.333333333,0,0,,0.5,,,0.75,,,0.666666667,1,1
-12,2,0,,9.9,Queen's Gate,5,475,10.66666667,0.601366743,0.430357143,0.791666667,0.625,0.576923077,0.05,0.111111111,0.75,0.8125,0.466666667,0.4375,0.210526316,0.714285714,0.625,0.722222222,0.5,0.35,0.882352941,0.846153846,0.8125,0.533333333,0.736842105,0.888888889,0.65,0.714285714,0.666666667,0.625,0.333333333,0.5625,0.526315789,0.083333333,0.083333333,0.6,0.45,0.458333333,0.205882353,0.222222222,0.529411765,0.6,0.52173913,0.272727273,0.117647059,0.47826087,0.434782609,0.461538462,0.523809524,0.45,0.666666667,0.588235294,0.576923077,0.529411765,0.52173913
0,2,0,,9.9,Chaucer,6.5,250,21,0.507462687,0.422222222,0.583333333,0.692307692,0.545454545,0,0,0.666666667,0.888888889,0.555555556,0.166666667,0.111111111,0.666666667,0.5,0.625,0.363636364,0.647058824,0.647058824,0.454545455,0.571428571,0.333333333,0.6,0.363636364,0.714285714,0.65,0.6,0.3,0.65,0.538461538,0.333333333,0,0,0.35,0.384615385,0.272727273,0.181818182,0.153846154,0.285714286,0.705882353,0.571428571,0.5,0.416666667,0.444444444,0.357142857,0.368421053,0.571428571,0.571428571,0.692307692,0.375,0.583333333,0.538461538,0.416666667
16,2,0,,9.9,Woolwich Riverside,3,274,1.666666667,0.51,0.352422907,0.8,0.2,0.2,0,0,0.571428571,0.333333333,0.4,0.4,0.4,0.5625,0.75,0.714285714,0.7,0.222222222,0.571428571,0.428571429,0.6,0.769230769,0.8,0.666666667,0.857142857,1,0.6,0.571428571,0.333333333,0.181818182,0.125,0,0,0.4,0.533333333,0.333333333,0.714285714,0,0.307692308,0.25,0.2,0.333333333,0.5,0.333333333,0.555555556,0.4,0.5,0.142857143,0.4,0.6,0.571428571,0.416666667,0.333333333
20,2,0,,9.9,Glyndon,3,283,0.142857143,0.913043478,0.19047619,,,1,1,,,,1,1,0,,1,1,,,1,,1,1,0.5,1,1,1,,1,0,,0,,0,0,,,,1,1,,0,0.5,0,,0,,0,0.5,0,,,0,0
24,2,0,,9.9,Abbey Wood,2,285,0.25,0.857142857,0.358974359,0.666666667,0,,,0,,1,,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,,1,,0,0,,0,0,,0.5,0.2,0,0.5,1,,0.666666667,0.333333333,0.2,0,0.5,,0.5,,1,0,1,0
